activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,brute,27,entropy,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,28,invscaling,32,log2,15,9,randomForestClassifier,9,1,sgd,uniform,0.9230769230769231
logistic,auto,17,gini,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,6,invscaling,38,sqrt,2,31,randomForestClassifier,10,9,sgd,distance,0.9395604395604396
relu,auto,11,entropy,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,2,adaptive,66,sqrt,15,10,nnClassifier,3,5,adam,uniform,0.36813186813186816
tanh,auto,12,gini,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,6,adaptive,49,sqrt,7,38,kneighborsClassifier,4,7,sgd,distance,0.8241758241758241
tanh,ball_tree,24,entropy,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,8,constant,6,log2,20,35,randomForestClassifier,9,4,sgd,uniform,0.8333333333333334
identity,kd_tree,13,entropy,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,31,invscaling,91,sqrt,19,37,randomForestClassifier,9,8,lbfgs,distance,0.9597069597069597
logistic,brute,8,gini,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,32,constant,3,auto,11,29,randomForestClassifier,4,2,lbfgs,uniform,0.76007326007326
relu,brute,32,gini,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,28,adaptive,85,sqrt,10,28,kneighborsClassifier,10,8,lbfgs,uniform,0.7857142857142857
logistic,brute,12,entropy,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,10,constant,58,log2,2,5,kneighborsClassifier,7,8,adam,distance,0.8626373626373627
tanh,auto,21,gini,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2,constant,50,log2,7,29,nnClassifier,9,5,lbfgs,distance,0.3424908424908425
identity,kd_tree,13,entropy,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,16,invscaling,80,sqrt,11,15,nnClassifier,3,4,sgd,uniform,0.28205128205128205
identity,kd_tree,30,entropy,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,4,adaptive,35,auto,19,38,nnClassifier,6,2,lbfgs,uniform,0.28205128205128205
logistic,kd_tree,9,gini,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,5,constant,66,auto,15,8,randomForestClassifier,6,9,adam,uniform,0.9285714285714286
relu,auto,32,entropy,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,32,invscaling,56,log2,13,15,nnClassifier,8,6,lbfgs,uniform,0.36446886446886445
tanh,ball_tree,17,gini,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,40,constant,16,log2,11,2,kneighborsClassifier,5,8,adam,distance,0.8956043956043956
relu,brute,10,entropy,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,24,invscaling,82,auto,13,23,randomForestClassifier,10,1,sgd,uniform,0.9175824175824175
identity,ball_tree,18,entropy,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,21,invscaling,26,auto,7,29,randomForestClassifier,7,1,adam,distance,0.9322344322344323
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9743589743589743
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,27,invscaling,98,log2,6,12,kneighborsClassifier,7,1,sgd,uniform,0.8663003663003663
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9743589743589743
identity,kd_tree,13,entropy,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,31,invscaling,91,sqrt,19,37,randomForestClassifier,9,8,lbfgs,distance,0.9597069597069597
logistic,auto,17,gini,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,6,invscaling,38,sqrt,2,31,randomForestClassifier,10,9,sgd,distance,0.9395604395604396
identity,ball_tree,18,entropy,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,21,invscaling,26,auto,7,29,randomForestClassifier,7,1,adam,distance,0.9322344322344323
logistic,kd_tree,9,gini,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,5,constant,66,auto,15,8,randomForestClassifier,6,9,adam,uniform,0.9285714285714286
relu,brute,27,entropy,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,28,invscaling,32,log2,15,9,randomForestClassifier,9,1,sgd,uniform,0.9230769230769231
relu,brute,10,entropy,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,24,invscaling,82,auto,13,23,randomForestClassifier,10,1,sgd,uniform,0.9175824175824175
tanh,ball_tree,17,gini,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,40,constant,16,log2,11,2,kneighborsClassifier,5,8,adam,distance,0.8956043956043956
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,27,invscaling,98,log2,6,12,kneighborsClassifier,7,1,sgd,uniform,0.8663003663003663
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9725274725274725
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,31,invscaling,91,sqrt,15,37,randomForestClassifier,9,8,lbfgs,distance,0.9706959706959707
identity,kd_tree,13,entropy,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,6,invscaling,38,sqrt,2,31,randomForestClassifier,10,9,sgd,distance,0.945054945054945
logistic,auto,17,gini,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,21,invscaling,26,auto,7,29,kneighborsClassifier,7,1,adam,distance,0.8791208791208791
identity,ball_tree,18,entropy,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,5,constant,66,auto,11,8,randomForestClassifier,10,9,adam,uniform,0.924908424908425
logistic,kd_tree,14,gini,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,28,invscaling,32,log2,15,9,randomForestClassifier,9,1,sgd,uniform,0.9267399267399268
relu,brute,27,entropy,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,24,invscaling,82,auto,13,23,randomForestClassifier,10,1,sgd,uniform,0.9102564102564102
relu,brute,10,entropy,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,40,constant,30,log2,11,2,kneighborsClassifier,5,8,adam,distance,0.9065934065934066
tanh,ball_tree,17,gini,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,27,invscaling,98,log2,6,12,kneighborsClassifier,7,1,sgd,uniform,0.8644688644688645
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9816849816849816
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9816849816849816
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9743589743589743
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9725274725274725
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,31,invscaling,91,sqrt,15,37,randomForestClassifier,9,8,lbfgs,distance,0.9706959706959707
identity,kd_tree,13,entropy,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,31,invscaling,91,sqrt,19,37,randomForestClassifier,9,8,lbfgs,distance,0.9597069597069597
identity,kd_tree,13,entropy,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,6,invscaling,38,sqrt,2,31,randomForestClassifier,10,9,sgd,distance,0.945054945054945
logistic,auto,17,gini,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,6,invscaling,38,sqrt,2,31,randomForestClassifier,10,9,sgd,distance,0.9395604395604396
identity,ball_tree,18,entropy,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,21,invscaling,26,auto,7,29,randomForestClassifier,7,1,adam,distance,0.9322344322344323
logistic,kd_tree,9,gini,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,5,constant,66,auto,15,8,randomForestClassifier,6,9,adam,uniform,0.9285714285714286
relu,ball_tree,17,entropy,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.967032967032967
relu,kd_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,20,12,randomForestClassifier,4,3,adam,uniform,0.9725274725274725
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,31,invscaling,91,sqrt,15,37,randomForestClassifier,9,8,lbfgs,distance,0.9652014652014652
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,29,invscaling,91,sqrt,19,37,randomForestClassifier,9,8,lbfgs,distance,0.9688644688644689
identity,kd_tree,19,entropy,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,6,invscaling,38,sqrt,2,31,randomForestClassifier,10,9,sgd,distance,0.9432234432234432
