activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,ball_tree,25,gini,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,29,constant,61,auto,13,21,randomForestClassifier,9,5,adam,uniform,0.193359375
logistic,kd_tree,16,gini,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,15,invscaling,49,log2,15,35,nnClassifier,3,9,lbfgs,uniform,0.984375
tanh,brute,12,entropy,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,12,adaptive,94,auto,9,15,randomForestClassifier,1,1,sgd,uniform,0.541015625
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,35,constant,55,sqrt,12,9,nnClassifier,6,9,sgd,distance,0.994140625
identity,brute,10,gini,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,6,2,sgd,distance,0.994140625
tanh,kd_tree,23,gini,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,38,constant,77,sqrt,7,34,randomForestClassifier,2,10,sgd,uniform,0.5078125
tanh,brute,30,gini,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,20,invscaling,40,auto,7,29,kneighborsClassifier,1,4,adam,distance,0.015625
relu,auto,21,entropy,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,4,adaptive,1,auto,13,15,randomForestClassifier,9,9,sgd,distance,0.39453125
logistic,auto,28,entropy,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,22,adaptive,7,log2,7,22,randomForestClassifier,3,10,lbfgs,distance,0.103515625
identity,brute,22,entropy,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,15,adaptive,19,log2,6,23,randomForestClassifier,10,3,adam,distance,0.47265625
tanh,kd_tree,31,gini,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,34,nnClassifier,5,10,adam,distance,0.986328125
identity,ball_tree,23,gini,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,26,constant,1,log2,16,7,nnClassifier,9,10,sgd,distance,0.986328125
logistic,kd_tree,30,gini,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,8,adaptive,16,log2,18,38,randomForestClassifier,9,6,sgd,distance,0.158203125
logistic,ball_tree,24,entropy,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,5,constant,16,log2,18,40,randomForestClassifier,3,10,lbfgs,distance,0.533203125
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,26,invscaling,17,log2,18,40,nnClassifier,1,6,adam,uniform,0.9921875
identity,brute,19,gini,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,28,invscaling,28,sqrt,6,23,randomForestClassifier,6,6,adam,distance,0.140625
relu,kd_tree,12,gini,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,24,constant,92,auto,9,12,kneighborsClassifier,10,9,sgd,distance,0.025390625
identity,ball_tree,9,entropy,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,38,invscaling,21,sqrt,7,5,randomForestClassifier,2,10,adam,uniform,0.025390625
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,13,invscaling,19,auto,11,4,nnClassifier,2,5,sgd,uniform,0.994140625
logistic,kd_tree,12,entropy,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,32,constant,76,log2,5,25,randomForestClassifier,10,3,sgd,uniform,0.158203125
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,35,constant,55,sqrt,12,9,nnClassifier,6,9,sgd,distance,0.994140625
identity,brute,10,gini,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,6,2,sgd,distance,0.994140625
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,13,invscaling,19,auto,11,4,nnClassifier,2,5,sgd,uniform,0.994140625
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,26,invscaling,17,log2,18,40,nnClassifier,1,6,adam,uniform,0.9921875
tanh,kd_tree,31,gini,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,34,nnClassifier,5,10,adam,distance,0.986328125
identity,ball_tree,23,gini,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,26,constant,1,log2,16,7,nnClassifier,9,10,sgd,distance,0.986328125
logistic,kd_tree,16,gini,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,15,invscaling,49,log2,15,35,nnClassifier,3,9,lbfgs,uniform,0.984375
tanh,brute,12,entropy,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,12,adaptive,94,auto,9,15,randomForestClassifier,1,1,sgd,uniform,0.541015625
logistic,ball_tree,24,entropy,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,5,constant,16,log2,18,40,randomForestClassifier,3,10,lbfgs,distance,0.533203125
tanh,kd_tree,23,gini,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,38,constant,77,sqrt,7,34,randomForestClassifier,2,10,sgd,uniform,0.5078125
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,6,2,sgd,distance,0.994140625
identity,brute,10,gini,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,13,invscaling,19,sqrt,11,4,nnClassifier,2,5,lbfgs,uniform,0.994140625
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,26,invscaling,17,log2,18,40,nnClassifier,1,6,adam,uniform,0.990234375
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,12,nnClassifier,5,10,adam,distance,0.986328125
tanh,kd_tree,31,gini,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,26,constant,1,auto,16,7,nnClassifier,2,7,lbfgs,distance,0.986328125
identity,ball_tree,23,gini,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,15,invscaling,23,log2,15,35,nnClassifier,3,9,lbfgs,uniform,0.986328125
logistic,kd_tree,16,gini,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,12,adaptive,100,auto,9,15,randomForestClassifier,1,1,sgd,uniform,0.513671875
tanh,brute,12,entropy,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,constant,16,log2,18,40,randomForestClassifier,3,10,lbfgs,distance,0.337890625
logistic,ball_tree,24,entropy,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,38,constant,77,sqrt,7,34,randomForestClassifier,2,10,sgd,uniform,0.478515625
tanh,ball_tree,23,gini,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,16,constant,55,sqrt,12,9,nnClassifier,6,9,sgd,distance,0.986328125
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,35,constant,55,sqrt,12,9,nnClassifier,6,9,sgd,distance,0.994140625
identity,brute,10,gini,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,6,2,sgd,distance,0.994140625
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,13,invscaling,19,auto,11,4,nnClassifier,2,5,sgd,uniform,0.994140625
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,6,2,sgd,distance,0.994140625
identity,brute,10,gini,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,13,invscaling,19,sqrt,11,4,nnClassifier,2,5,lbfgs,uniform,0.994140625
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,26,invscaling,17,log2,18,40,nnClassifier,1,6,adam,uniform,0.9921875
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,26,invscaling,17,log2,18,40,nnClassifier,1,6,adam,uniform,0.990234375
tanh,kd_tree,31,gini,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,34,nnClassifier,5,10,adam,distance,0.986328125
identity,ball_tree,23,gini,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,26,constant,1,log2,16,7,nnClassifier,9,10,sgd,distance,0.986328125
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,12,nnClassifier,5,10,adam,distance,0.986328125
relu,kd_tree,23,gini,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,6,2,sgd,distance,0.994140625
identity,brute,10,gini,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,13,adaptive,19,auto,11,4,nnClassifier,2,5,sgd,uniform,0.994140625
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,29,invscaling,14,sqrt,4,27,nnClassifier,7,2,sgd,distance,0.994140625
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,13,invscaling,19,sqrt,11,4,nnClassifier,2,5,lbfgs,uniform,0.986328125
identity,brute,10,gini,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,26,invscaling,17,auto,18,40,nnClassifier,1,6,adam,uniform,0.9921875
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,26,invscaling,17,log2,18,40,nnClassifier,1,6,adam,uniform,0.9921875
tanh,brute,25,entropy,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,34,nnClassifier,5,10,adam,distance,0.986328125
tanh,kd_tree,31,gini,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,26,constant,1,log2,16,7,nnClassifier,9,10,sgd,distance,0.986328125
identity,ball_tree,23,gini,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,23,invscaling,88,sqrt,10,12,nnClassifier,5,10,adam,distance,0.986328125
identity,brute,18,gini,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,35,constant,55,sqrt,14,9,randomForestClassifier,6,9,sgd,distance,0.5859375
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,35,constant,55,sqrt,12,9,nnClassifier,6,9,sgd,distance,0.994140625
